word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
hair,hair,hєә,"n. a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss
n. filamentous hairlike growth on a plant
n. any of the cylindrical filaments characteristically growing from the epidermis of a mammal
n. a filamentous projection or process on an organism","n. 头发, 毛发, 些微
[医] 毛, 发",n:100,4,1,zk gk,668,602,hair
half,half,hɑ:f,"n. one of two divisions into which some games or performances are divided: the two divisions are separated by an interval
s. consisting of one of two equivalent parts in value or quantity
s. partial
a. (of siblings) related through one parent only","n. 一半, 半场, 不完全
a. 一半的, 不完全的, 部分的, 半场的
adv. 一半地, 部分地, 在某种程度上地, 几乎",r:5/d:73/n:22,5,1,zk gk,470,547,half
hall,hall,hɒ:l,"n. a large room for gatherings or entertainment
n. English writer whose novel about a lesbian relationship was banned in Britain for many years (1883-1943)
n. United States child psychologist whose theories of child psychology strongly influenced educational psychology (1844-1924)
n. United States chemist who developed an economical method of producing aluminum from bauxite (1863-1914)","n. 门厅, 走廊, 会堂",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,800,1839,hall
ham,ham,hæm,"n. meat cut from the thigh of a hog (usually smoked)
n. (Old Testament) son of Noah
n. a licensed amateur radio operator
n. an unskilled actor who overacts","n. 火腿, 后腿, 笨拙演员
a. 过火的, 做作的
v. 演得过火",v:3/n:97,2,0,zk gk cet6 ky toefl,6147,6170,ham
hamburger,hamburger,'hæmbә:gә,"n. a sandwich consisting of a fried cake of minced beef served on a bun, often with other ingredients","n. 汉堡(德国港口), 肉饼, 汉堡包, 纯精牛肉, 汉堡牛排",n:100,1,0,zk gk cet4 cet6 ky toefl,14356,7483,hamburger
hand,hand,hænd,"n. the (prehensile) extremity of the superior limb
n. ability
n. a position given by its location to the side of an object
n. the cards held in a card game by a given player at any given time","n. 手, 爪, 指针, 掌握, 协助, 人手, 手艺, 手迹, 支配, 插手
vt. 交给, 支持, 搀扶",v:8/n:92,4,1,zk gk ielts,163,174,hand
handbag,handbag,'hændbæg,n a container used for carrying money and small personal items or accessories (especially by women),n. 手提包,n:100,1,0,zk gk,7266,11790,handbag
handsome,handsome,'hænsәm,"s pleasing in appearance especially by reason of conformity to ideals of form and proportion
s given or giving freely","a. 英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的",j:100,2,0,zk gk cet4 cet6 ky ielts,4033,3838,handsome
handwriting,handwriting,'hændraitiŋ,"n. something written by hand
n. the activity of writing by hand",n. 笔迹,n:100,1,0,zk gk cet4 cet6 ky,7825,9204,handwriting
hang,hang,hæŋ,"n. the way a garment hangs
n. a gymnastic exercise performed on the rings or horizontal bar or parallel bars when the gymnast's weight is supported by the arms
v. be suspended or hanging
v. cause to be hanging or suspended","n. 悬挂, 诀窍, 意义
vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决
vi. 悬着, 垂下, 被绞死, 悬而不决",n:2/v:98,4,1,zk gk cet4 cet6 ky toefl ielts,1069,867,hang
happen,happen,'hæpәn,"v. come to pass
v. happen, occur, or be the case in the course of events or by chance
v. chance to be or do something, without intention or causation
v. come into being; become reality","vi. 发生, 发生, 恰巧",v:100,5,1,zk gk cet4 ky,275,216,happen
happy,happy,'hæpi,"a. enjoying or showing or marked by joy or pleasure
s. well expressed and to the point","a. 快乐的, 幸福的, 愉快的, 恰当的",j:100,4,1,zk gk,777,747,happy
hard,hard,hɑ:d,"a. dispassionate; 
a. resisting weight or pressure
s. very strong or vigorous
a. (of light) transmitted directly from a pointed light source","a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的
adv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地",r:37/j:63,5,1,zk gk ielts,573,438,hard
hardly,hardly,'hɑ:dli,r. almost not,"adv. 刚刚, 几乎不, 勉强是",r:100,4,1,zk gk cet4 cet6 ky toefl,1135,1741,hardly
hat,hat,hæt,"n. headdress that protects the head from bad weather; has shaped crown and usually a brim
n. an informal term for a person's role
v. put on or wear a hat
v. furnish with a hat","n. 帽子
vt. 给...戴帽子",n:100,3,1,zk gk ielts,2209,2015,hat
hate,hate,heit,"n. the emotion of intense dislike; a feeling of dislike so strong that it demands action
v. dislike intensely; feel antipathy or aversion towards","n. 憎恨, 恨, 厌恶
vt. 憎恨, 憎恶
vi. 仇恨",n:14/v:86,3,1,zk gk cet4 cet6 ky,1839,1526,hate
have,have,hæv,"v. have or possess, either in a concrete or an abstract sense
v. have as a feature
v. have a personal or business relationship with someone
v. have left","vt. 有, 怀有, 拿, 进行
aux. 已经",n:1/v:99,5,1,zk gk,8,8,have
he,he,hi:,n. the 5th letter of the Hebrew alphabet,"pron. 他
n. 男孩, 男人, 雄性动物",p:100,5,1,zk gk,11,15,he
head,head,hed,"n. the upper part of the human body or the front part of the body in animals; contains the face and brains
n. a single domestic animal
n. a person who is in charge
n. the front of a military formation or procession","n. 头, 头脑, 领袖, 脑袋, 最前的部分
vt. 为首, 朝向, 前进, 用头顶
vi. 朝特定方向行进, (作物)结穗
a. 头的, 在顶端的, 主要的
[计] 磁头; 冲头",v:20/j:3/n:77,5,1,zk gk toefl,209,251,head
headache,headache,'hedeik,n. pain in the head caused by dilation of cerebral arteries or muscle contractions or a reaction to drugs,"n. 头痛, 令人头痛之事
[医] 头痛",n:100,2,1,zk gk cet4 cet6 ky ielts,5005,4745,headache
health,health,'helθ,"n. a healthy state of wellbeing free from disease
n. the general condition of body and mind","n. 健康, 卫生, 蓬勃, 健康状态
[医] 健康",n:100,5,1,zk gk ielts,373,344,health
healthy,healthy,'helθi,"a. having or indicating good health in body or mind; free from infirmity or disease
s. financially secure and functioning well
s. promoting health; healthful
s. exercising or showing good judgment","a. 健康的, 有益健康的, 卫生的
[医] 健康的",j:100,3,1,zk gk,2199,1468,healthy
hear,hear,hiә,"v. perceive (sound) via the auditory sense
v. examine or hear (evidence or a case) by judicial process
v. receive a communication from someone","vt. 听到, 倾听, 听说, 审理
vi. 听见, 听",v:100,5,1,zk gk,238,195,hear
heart,heart,hɑ:t,"n. the locus of feelings and intuitions
n. the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body
n. the courage to carry on
n. an inclination or tendency of a certain kind","n. 心, 心脏, 中心, 内心, 感情, 精神, 心情, 宝贝儿
vt. 鼓励",n:100,4,1,zk gk ielts,654,460,heart
heat,heat,hi:t,"n. a form of energy that is transferred by a difference in temperature
n. the sensation caused by heat energy
n. the trait of being intensely emotional
n. a preliminary race in which the winner advances to a more important race","n. 热, 热度, 体温, 高潮
vi. 加热, 激昂, 加剧
vt. 把...加热, 使激动",v:15/n:85,4,1,zk gk cet4 cet6 ky,1699,1009,heat
heaven,heaven,'hevn,n. the abode of God and the angels,"n. 天堂, 上帝, 天空",n:100,3,1,zk gk cet4 cet6 ky toefl,2649,2626,heaven
heavy,heavy,'hevi,"n. an actor who plays villainous roles
n. a serious (or tragic) role in a play
a. of comparatively great physical weight or density
a. unusually great in degree or quantity or number","a. 重的, 巨大的, 沉重的, 笨重的, 过度的
adv. 沉重地
n. 重物, 严肃角色",r:1/j:99,4,1,zk gk ielts,943,1005,heavy
height,height,hait,n. the vertical dimension of extension; distance from the base of something to the top,"n. 高度, 海拔, 高地, 顶点
[化] 高度",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,1913,2040,height
hello,hello,hә'lәu,n. an expression of greeting,"interj. 喂, 嘿",u:97/n:3,3,1,zk gk,2319,2238,hello
help,help,help,"v. give help or assistance; be of service
v. improve the condition of
v. be of use
v. contribute to the furtherance of","n. 帮忙, 帮助者, 补救办法, 有益的东西
vt. 帮助, 帮忙, 接济, 治疗, 款待
vi. 有用, 救命, 招待
[计] 帮助, 帮助程序; DOS外部命令: DOS命令的电子文件帮助程序",n:17/v:83,5,1,zk gk,204,167,help
helpful,helpful,'helpful,a. providing assistance or serving a useful function,"a. 有帮助的, 有益的, 有用的",j:100,2,1,zk gk cet4 cet6 ky toefl,2582,3054,helpful
hen,hen,hen,"n. adult female chicken
n. adult female bird
n. flesh of an older chicken suitable for stewing
n. female of certain aquatic animals e.g. octopus or lobster","n. 母鸡, 雌禽",n:100,2,0,zk gk cet4 ky,6080,7934,hen
her,her,hә:,"pron. & a. The form of the objective and the possessive case of
   the personal pronoun she; as, I saw her with her purse out.
pron. pl. Alt. of Here","pron. 她的, 她",a:70/p:30,5,1,zk gk,42,42,her
here,here,hiә,"n. the present location; this place
s. being here now
r. in or at this place; where the speaker or writer is
r. in this circumstance or respect or on this point or detail","adv. 在这里, 此时, 这里
n. 这里",r:99/n:1,5,1,zk gk,117,96,here
hero,hero,'hiәrәu,"n. a man distinguished by exceptional courage and nobility and strength
n. the principal character in a play or movie or novel or poem
n. Greek mathematician and inventor who devised a way to determine the area of a triangle and who described various mechanical devices (first century)
n. (classical mythology) a being of great strength and courage celebrated for bold exploits; often the offspring of a mortal and a god","n. 英雄, 超越常人者, 男主角",n:100,3,1,zk gk cet4 cet6 ky ielts,2477,1912,hero
hers,hers,hә:z,"pron. See the Note under Her, pron.",pron. 她的,p:100,2,1,zk gk,3071,3849,hers
herself,herself,hә:'self,"pron. An emphasized form of the third person feminine
   pronoun; -- used as a subject with she; as, she herself will bear the
   blame; also used alone in the predicate, either in the nominative or
   objective case; as, it is herself; she blames herself.
pron. Her own proper, true, or real character; hence, her
   right, or sane, mind; as, the woman was deranged, but she is now
   herself again; she has come to herself.","pron. 她自己, 她亲自",p:100,5,1,zk gk,582,792,herself
hide,hide,haid,"n. the dressed skin of an animal (especially a large animal)
n. body covering of a living animal
v. prevent from being seen or discovered
v. be or go into hiding; keep out of sight, as for protection and safety","n. 兽皮, 迹象, 躲藏处
vt. 藏, 隐瞒, 遮避, 剥...的皮, 隐藏
vi. 躲藏
[计] 隐藏",n:5/v:95,3,1,zk gk cet4 cet6 ky toefl gre,1486,1255,hide
high,high,hai,"n. a lofty level or position or degree
n. an air mass of higher than normal pressure
n. a state of sustained elation
n. a state of altered consciousness induced by alcohol or narcotics","n. 高度, 高处
a. 高的, 高级的, 主要的, 高尚的, 高原的, 高音的, 昂贵的, 傲慢的
adv. 高度地, 奢侈地",r:3/j:96/n:1,5,1,zk gk,152,141,high
hill,hill,hil,"n. a local and well-defined elevation of the land
n. United States railroad tycoon (1838-1916)
n. risque English comedian (1925-1992)
v. form into a hill","n. 小山, 丘陵, 小土堆
vt. 作成土堆, 堆成小丘",n:100,3,1,zk gk,1134,1800,hill
him,him,him,"pron. Them. See Hem.
pron. The objective case of he. See He.",pron. 他,p:100,5,1,zk gk,0,68,him
himself,himself,him'self,"pron. An emphasized form of the third person masculine
   pronoun; -- used as a subject usually with he; as, he himself will bear
   the blame; used alone in the predicate, either in the nominative or
   objective case; as, it is himself who saved himself.
pron. One's true or real character; one's natural temper and
   disposition; the state of being in one's right or sane mind (after
   unconsciousness, passion, delirium, or abasement); as, the man has come
   to himself.
pron. pl. Alt. of Himselven","pron. 他自己, 他亲自",p:100,5,1,zk gk,286,367,himself
his,his,hiz,"pron. Belonging or pertaining to him; -- used as a pronominal
   adjective or adjective pronoun; as, tell John his papers are ready;
   formerly used also for its, but this use is now obsolete.
pron. The possessive of he; as, the book is his.","pron. 他的
[化] 组氨酸",a:98/p:2,5,1,zk gk,25,25,his
history,history,'histәri,"n. the aggregate of past events
n. a record or narrative description of past events
n. the discipline that records and interprets past events involving human beings
n. the continuum of events occurring in succession leading from the past to the present and even into the future","n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录
[计] 历史记录",n:100,5,1,zk gk cet4 cet6 ky ielts,496,350,history
hit,hit,hit,"n. (baseball) a successful stroke in an athletic contest (especially in baseball)
n. the act of contacting one thing with another
n. a conspicuous success
n. a dose of a narcotic drug","n. 打击, 打, 冲撞, 讽刺
vt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上
vi. 打, 打中, 打击, 碰撞, 偶然碰上
[计] 击中; 找到; 瞬时打扰",n:17/j:1/v:82,5,1,zk gk cet4 cet6 ky ielts,927,535,hit
hobby,hobby,'hɒbi,"n. a child's plaything consisting of an imitation horse mounted on rockers; the child straddles it and pretends to ride
n. small Old World falcon formerly trained and flown at small birds","n. 嗜好, 癖好, 爱好",n:100,2,1,zk gk ielts,6000,6554,hobby
